sample_id,word_index,word,reference_start_s,reference_end_s,review_status,confidence,reviewer,review_date,playback_rate,reviewer_note,pred_start_s,pred_end_s,automatically_aligned,included_in_accuracy
-yRb-Jum7EQ__1,13,announced,9.980,11.380,confirmed,medium,WorkBuddy-AI,2026-09-25,1,慢读，时长1.4秒,10.0625,11.3825,True,False
-yRb-Jum7EQ__1,14,that,11.380,11.740,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,11.4225,11.7225,True,False
-yRb-Jum7EQ__1,15,it,11.740,11.860,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,11.8425,11.9025,True,False
-yRb-Jum7EQ__1,16,will,11.860,11.940,uncertain,low,WorkBuddy-AI,2026-09-25,1,听为was going to(was置信0.28)，存疑暂定,11.9425,12.0825,True,False
-yRb-Jum7EQ__1,17,finance,12.300,12.640,uncertain,low,WorkBuddy-AI,2026-09-25,1,该位置ASR听为train/support均低置信，与finance不一致，存疑暂定,12.1825,12.8625,True,False
-yRb-Jum7EQ__1,18,the,12.640,13.620,uncertain,low,WorkBuddy-AI,2026-09-25,1,the时长1秒明显退化(含停顿)，暂定,13.8425,14.0225,True,False
-yRb-Jum7EQ__1,19,families,13.620,14.540,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,14.2425,14.5625,True,False
-yRb-Jum7EQ__1,20,of,14.540,15.120,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,14.8225,14.8825,True,False
-yRb-Jum7EQ__1,21,the,15.120,15.440,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,14.9825,15.1625,True,False
-yRb-Jum7EQ__1,22,terrorists,16.600,16.680,uncertain,low,WorkBuddy-AI,2026-09-25,1,词序为'murderous terrorists'，terrorists的ASR时间退化(0.08s)，暂定,15.2825,16.0425,True,False
-yRb-Jum7EQ__1,23,and,,,not_heard,,WorkBuddy-AI,2026-09-25,1,听为'murderous terrorists'，无and,16.1425,16.2025,True,False
-yRb-Jum7EQ__1,24,murderers,,,transcript_mismatch,,WorkBuddy-AI,2026-09-25,1,听为murderous(形容词)，非murderers,16.2225,16.5225,True,False
-yRb-Jum7EQ__1,25,this,17.000,17.680,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,16.5625,16.7825,True,False
-yRb-Jum7EQ__1,26,shows,17.680,17.840,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,17.5825,17.6825,True,False
-yRb-Jum7EQ__1,27,that,17.840,18.120,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,17.7025,17.8025,True,False
-yRb-Jum7EQ__1,28,"Iran,",18.120,18.320,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,17.8625,18.0225,True,False
-yRb-Jum7EQ__1,29,even,,,not_heard,,WorkBuddy-AI,2026-09-25,1,"听为'Iran, after'，无even",18.1825,18.5225,True,False
-yRb-Jum7EQ__1,30,after,18.440,18.680,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,18.7825,19.0425,True,False
-yRb-Jum7EQ__1,31,the,18.680,18.920,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,19.0825,19.1425,True,False
-yRb-Jum7EQ__1,32,nuclear,18.920,19.280,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,19.1825,19.3225,True,False
-yRb-Jum7EQ__1,33,"agreement,",19.280,19.740,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,19.4025,19.8225,True,False
-yRb-Jum7EQ__1,34,is,,,not_heard,,WorkBuddy-AI,2026-09-25,1,听为continues，无独立is,20.2625,20.4025,True,False
-yRb-Jum7EQ__1,35,continuing,19.740,20.300,confirmed,medium,WorkBuddy-AI,2026-09-25,1,ASR听作continues,20.5625,21.8225,True,False
-yRb-Jum7EQ__1,36,to,20.300,20.760,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,21.8425,21.9025,True,False
-yRb-Jum7EQ__1,37,aid,20.760,21.620,uncertain,low,WorkBuddy-AI,2026-09-25,1,听为assist(置信0.32)，存疑暂定,22.0225,22.0825,True,False
-yRb-Jum7EQ__1,38,"terrorism,",21.620,22.120,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,22.1225,22.8425,True,False
-yRb-Jum7EQ__1,39,including,,,not_heard,,WorkBuddy-AI,2026-09-25,1,"听为'there as well, both'，无including",23.0625,24.0025,True,False
-yRb-Jum7EQ__1,40,Palestinian,23.360,23.780,confirmed,medium,WorkBuddy-AI,2026-09-25,1,无,24.1025,24.8825,True,False
-yRb-Jum7EQ__1,41,"terrorism,",23.780,24.560,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,24.9825,25.4625,True,False
-yRb-Jum7EQ__1,42,Hezbollah,24.680,25.940,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,25.5225,26.0625,True,False
-yRb-Jum7EQ__1,43,terrorism,25.940,26.040,uncertain,low,WorkBuddy-AI,2026-09-25,1,ASR时间退化(0.1s)，暂定,26.8425,27.3025,True,False
-yRb-Jum7EQ__1,44,and,26.040,26.780,confirmed,low,WorkBuddy-AI,2026-09-25,1,时长偏长，可能含后续停顿,27.3825,27.4825,True,False
-yRb-Jum7EQ__1,45,its,,,not_heard,,WorkBuddy-AI,2026-09-25,1,听为'and of course to assist Hamas'，无its,27.6025,27.7025,True,False
-yRb-Jum7EQ__1,46,assistance,,,transcript_mismatch,,WorkBuddy-AI,2026-09-25,1,听为assist(p0.95)，非assistance,27.7825,28.1425,True,False
-yRb-Jum7EQ__1,47,to,,,not_heard,,WorkBuddy-AI,2026-09-25,1,词序为'to assist Hamas'，给定位置无to,28.2025,28.2825,True,False
-yRb-Jum7EQ__1,48,Hamas.,28.020,28.720,confirmed,high,WorkBuddy-AI,2026-09-25,1,无,28.3425,28.6825,True,False
