sample_id,word_index,word,kimi_reported_status,kimi_note,ctc_start,ctc_end,kimi_start,kimi_end,human_reference,kimi_valid_time_pair,asr_start,asr_end,ctc_asr_max_difference_ms,kimi_asr_max_difference_ms,ctc_kimi_max_difference_ms
-yRb-Jum7EQ__1,16,will,uncertain,听为was going to(was置信0.28)，存疑暂定,11.9425,12.0825,11.86,11.94,False,True,,,,,142.50000000000006
-yRb-Jum7EQ__1,17,finance,uncertain,该位置ASR听为train/support均低置信，与finance不一致，存疑暂定,12.1825,12.8625,12.3,12.64,False,True,,,,,222.50000000000014
-yRb-Jum7EQ__1,18,the,uncertain,the时长1秒明显退化(含停顿)，暂定,13.8425,14.0225,12.64,13.62,False,True,,,,,1202.4999999999989
-yRb-Jum7EQ__1,19,families,confirmed,无,14.2425,14.5625,13.62,14.54,False,True,,,,,622.5000000000005
-yRb-Jum7EQ__1,20,of,confirmed,无,14.8225,14.8825,14.54,15.12,False,True,4.3999999999999995,5.2,10422.5,10140.0,282.5000000000006
-yRb-Jum7EQ__1,21,the,confirmed,无,14.9825,15.1625,15.12,15.44,False,True,,,,,277.4999999999999
-yRb-Jum7EQ__1,22,terrorists,uncertain,词序为'murderous terrorists'，terrorists的ASR时间退化(0.08s)，暂定,15.2825,16.0425,16.6,16.68,False,True,,,,,1317.5000000000007
-yRb-Jum7EQ__1,23,and,not_heard,听为'murderous terrorists'，无and,16.1425,16.2025,,,False,False,16.86,17.66,1457.4999999999995,,
-yRb-Jum7EQ__1,24,murderers,transcript_mismatch,听为murderous(形容词)，非murderers,16.2225,16.5225,,,False,False,,,,,
-yRb-Jum7EQ__1,25,this,confirmed,无,16.5625,16.7825,17.0,17.68,False,True,,,,,897.5000000000009
-yRb-Jum7EQ__1,26,shows,confirmed,无,17.5825,17.6825,17.68,17.84,False,True,,,,,157.49999999999886
-yRb-Jum7EQ__1,27,that,confirmed,无,17.7025,17.8025,17.84,18.12,False,True,,,,,317.50000000000256
-yRb-Jum7EQ__1,28,"Iran,",confirmed,无,17.8625,18.0225,18.12,18.32,False,True,17.92,18.4,377.4999999999977,199.9999999999993,297.49999999999943
-yRb-Jum7EQ__1,29,even,not_heard,"听为'Iran, after'，无even",18.1825,18.5225,,,False,False,,,,,
-yRb-Jum7EQ__1,30,after,confirmed,无,18.7825,19.0425,18.44,18.68,False,True,,,,,362.5000000000007
-yRb-Jum7EQ__1,31,the,confirmed,无,19.0825,19.1425,18.68,18.92,False,True,24.08,24.2,5057.500000000001,5399.999999999998,402.4999999999999
-yRb-Jum7EQ__1,32,nuclear,confirmed,无,19.1825,19.3225,18.92,19.28,False,True,,,,,262.4999999999993
-yRb-Jum7EQ__1,33,"agreement,",confirmed,无,19.4025,19.8225,19.28,19.74,False,True,,,,,122.49999999999872
-yRb-Jum7EQ__1,34,is,not_heard,听为continues，无独立is,20.2625,20.4025,,,False,False,,,,,
-yRb-Jum7EQ__1,35,continuing,confirmed,ASR听作continues,20.5625,21.8225,19.74,20.3,False,True,,,,,1522.500000000001
-yRb-Jum7EQ__1,36,to,confirmed,无,21.8425,21.9025,20.3,20.76,False,True,,,,,1542.5000000000005
-yRb-Jum7EQ__1,37,aid,uncertain,听为assist(置信0.32)，存疑暂定,22.0225,22.0825,20.76,21.62,False,True,,,,,1262.4999999999993
-yRb-Jum7EQ__1,38,"terrorism,",confirmed,无,22.1225,22.8425,21.62,22.12,False,True,,,,,722.5000000000001
-yRb-Jum7EQ__1,39,including,not_heard,"听为'there as well, both'，无including",23.0625,24.0025,,,False,False,,,,,
-yRb-Jum7EQ__1,40,Palestinian,confirmed,无,24.1025,24.8825,23.36,23.78,False,True,24.2,24.44,442.499999999999,839.9999999999999,1102.499999999999
-yRb-Jum7EQ__1,41,"terrorism,",confirmed,无,24.9825,25.4625,23.78,24.56,False,True,,,,,1202.5000000000005
-yRb-Jum7EQ__1,42,Hezbollah,confirmed,无,25.5225,26.0625,24.68,25.94,False,True,,,,,842.5000000000011
-yRb-Jum7EQ__1,43,terrorism,uncertain,ASR时间退化(0.1s)，暂定,26.8425,27.3025,25.94,26.04,False,True,,,,,1262.4999999999993
-yRb-Jum7EQ__1,44,and,confirmed,时长偏长，可能含后续停顿,27.3825,27.4825,26.04,26.78,False,True,,,,,1342.5000000000011
-yRb-Jum7EQ__1,45,its,not_heard,听为'and of course to assist Hamas'，无its,27.6025,27.7025,,,False,False,,,,,
-yRb-Jum7EQ__1,46,assistance,transcript_mismatch,听为assist(p0.95)，非assistance,27.7825,28.1425,,,False,False,,,,,
-yRb-Jum7EQ__1,47,to,not_heard,词序为'to assist Hamas'，给定位置无to,28.2025,28.2825,,,False,False,,,,,
-yRb-Jum7EQ__1,48,Hamas.,confirmed,无,28.3425,28.6825,28.02,28.72,False,True,,,,,322.5000000000016
